íj,,,,,,,,àÆãuÇPíöñ⁄,àÆãuÇQíöñ⁄,è¨í|í¨ÇPíöñ⁄,è¨í|í¨ÇQíöñ⁄,âhí¨,âHëÚÇPíöñ⁄,âHëÚÇQíöñ⁄,âHëÚÇRíöñ⁄,ñLã è„ÇPíöñ⁄,ñLã è„ÇQíöñ⁄,ñLã íÜÇPíöñ⁄,ñLã íÜÇQíöñ⁄,ñLã íÜÇRíöñ⁄,ñLã íÜÇSíöñ⁄,ñLã ìÏÇPíöñ⁄,ñLã ìÏÇQíöñ⁄,ñLã ìÏÇRíöñ⁄,ñLã ñkÇPíöñ⁄,ñLã ñkÇQíöñ⁄,ñLã ñkÇRíöñ⁄,ñLã ñkÇSíöñ⁄,ñLã ñkÇTíöñ⁄,ñLã ñkÇUíöñ⁄,íÜë∫ÇPíöñ⁄,íÜë∫ÇQíöñ⁄,íÜë∫ÇRíöñ⁄,íÜë∫ìÏÇPíöñ⁄,íÜë∫ìÏÇQíöñ⁄,íÜë∫ìÏÇRíöñ⁄,íÜë∫ñkÇPíöñ⁄,íÜë∫ñkÇQíöñ⁄,íÜë∫ñkÇRíöñ⁄,íÜë∫ñkÇSíöñ⁄,ç˜ë‰ÇPíöñ⁄,ç˜ë‰ÇQíöñ⁄,ç˜ë‰ÇRíöñ⁄,ç˜ë‰ÇSíöñ⁄,ç˜ë‰ÇTíöñ⁄,ç˜ë‰ÇUíöñ⁄,ó˚înÇPíöñ⁄,ó˚înÇQíöñ⁄,ó˚înÇRíöñ⁄,ó˚înÇSíöñ⁄,å¸éRÇPíöñ⁄,å¸éRÇQíöñ⁄,å¸éRÇRíöñ⁄,å¸éRÇSíöñ⁄,ä—à‰ÇPíöñ⁄,ä—à‰ÇQíöñ⁄,ä—à‰ÇRíöñ⁄,ä—à‰ÇSíöñ⁄,ä—à‰ÇTíöñ⁄,ã—ÇPíöñ⁄,ã—ÇQíöñ⁄,ïXêÏë‰ÇPíöñ⁄,ïXêÏë‰ÇQíöñ⁄,ïXêÏë‰ÇRíöñ⁄,ïXêÏë‰ÇSíöñ⁄,ïΩòaë‰ÇPíöñ⁄,ïΩòaë‰ÇQíöñ⁄,ïΩòaë‰ÇRíöñ⁄,ïΩòaë‰ÇSíöñ⁄,ëÅã{ÇPíöñ⁄,ëÅã{ÇQíöñ⁄,ëÅã{ÇRíöñ⁄,ëÅã{ÇSíöñ⁄,ètì˙í¨ÇPíöñ⁄,ètì˙í¨ÇQíöñ⁄,ètì˙í¨ÇRíöñ⁄,ètì˙í¨ÇSíöñ⁄,ètì˙í¨ÇTíöñ⁄,ètì˙í¨ÇUíöñ⁄,çÇèºÇPíöñ⁄,çÇèºÇQíöñ⁄,çÇèºÇRíöñ⁄,çÇèºÇSíöñ⁄,çÇèºÇTíöñ⁄,çÇèºÇUíöñ⁄,ñkí¨ÇPíöñ⁄,ñkí¨ÇQíöñ⁄,ñkí¨ÇRíöñ⁄,ñkí¨ÇSíöñ⁄,ñkí¨ÇTíöñ⁄,ñkí¨ÇUíöñ⁄,ñkí¨ÇVíöñ⁄,ñkí¨ÇWíöñ⁄,ìcïøÇPíöñ⁄,ìcïøÇQíöñ⁄,ìcïøÇRíöñ⁄,ìcïøÇSíöñ⁄,ìcïøÇTíöñ⁄,åıÇ™ãuÇPíöñ⁄,åıÇ™ãuÇQíöñ⁄,åıÇ™ãuÇRíöñ⁄,åıÇ™ãuÇSíöñ⁄,åıÇ™ãuÇTíöñ⁄,åıÇ™ãuÇUíöñ⁄,åıÇ™ãuÇVíöñ⁄,àÆí¨ÇPíöñ⁄,àÆí¨ÇQíöñ⁄,àÆí¨ÇRíöñ⁄,ìyéxìcÇPíöñ⁄,ìyéxìcÇQíöñ⁄,ìyéxìcÇRíöñ⁄,ìyéxìcÇSíöñ⁄,ïxémå©ë‰ÇPíöñ⁄,ïxémå©ë‰ÇQíöñ⁄,ïxémå©ë‰ÇRíöñ⁄,ïxémå©ë‰ÇSíöñ⁄,ìÏìcíÜÇPíöñ⁄,ìÏìcíÜÇQíöñ⁄,ìÏìcíÜÇRíöñ⁄,ìÏìcíÜÇSíöñ⁄,ìÏìcíÜÇTíöñ⁄,çÇñÏë‰ÇPíöñ⁄,çÇñÏë‰ÇQíöñ⁄,çÇñÏë‰ÇRíöñ⁄,çÇñÏë‰ÇSíöñ⁄,çÇñÏë‰ÇTíöñ⁄,íJå¥ÇPíöñ⁄,íJå¥ÇQíöñ⁄,íJå¥ÇRíöñ⁄,íJå¥ÇSíöñ⁄,íJå¥ÇTíöñ⁄,íJå¥ÇUíöñ⁄,éOå¥ë‰ÇPíöñ⁄,éOå¥ë‰ÇQíöñ⁄,éOå¥ë‰ÇRíöñ⁄,êŒê_à‰í¨ÇPíöñ⁄,êŒê_à‰í¨ÇQíöñ⁄,êŒê_à‰í¨ÇRíöñ⁄,êŒê_à‰í¨ÇSíöñ⁄,êŒê_à‰í¨ÇTíöñ⁄,êŒê_à‰í¨ÇUíöñ⁄,êŒê_à‰í¨ÇVíöñ⁄,êŒê_à‰í¨ÇWíöñ⁄,êŒê_à‰ë‰ÇPíöñ⁄,êŒê_à‰ë‰ÇQíöñ⁄,êŒê_à‰ë‰ÇRíöñ⁄,êŒê_à‰ë‰ÇSíöñ⁄,êŒê_à‰ë‰ÇTíöñ⁄,êŒê_à‰ë‰ÇUíöñ⁄,êŒê_à‰ë‰ÇVíöñ⁄,êŒê_à‰ë‰ÇWíöñ⁄,â∫êŒê_à‰ÇPíöñ⁄,â∫êŒê_à‰ÇQíöñ⁄,â∫êŒê_à‰ÇRíöñ⁄,â∫êŒê_à‰ÇSíöñ⁄,â∫êŒê_à‰ÇTíöñ⁄,â∫êŒê_à‰ÇUíöñ⁄,ìåëÂêÚÇPíöñ⁄,ìåëÂêÚÇQíöñ⁄,ìåëÂêÚÇRíöñ⁄,ìåëÂêÚÇSíöñ⁄,ìåëÂêÚÇTíöñ⁄,ìåëÂêÚÇUíöñ⁄,ìåëÂêÚÇVíöñ⁄,êºëÂêÚÇPíöñ⁄,êºëÂêÚÇQíöñ⁄,êºëÂêÚÇRíöñ⁄,êºëÂêÚÇSíöñ⁄,êºëÂêÚÇTíöñ⁄,êºëÂêÚÇUíöñ⁄,ìÏëÂêÚÇPíöñ⁄,ìÏëÂêÚÇQíöñ⁄,ìÏëÂêÚÇRíöñ⁄,ìÏëÂêÚÇSíöñ⁄,ìÏëÂêÚÇTíöñ⁄,ìÏëÂêÚÇUíöñ⁄,ëÂêÚí¨ÇPíöñ⁄,ëÂêÚí¨ÇQíöñ⁄,ëÂêÚí¨ÇRíöñ⁄,ëÂêÚí¨ÇSíöñ⁄,ëÂêÚí¨ÇTíöñ⁄,ëÂêÚí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇPíöñ⁄,ëÂêÚäwâÄí¨ÇQíöñ⁄,ëÂêÚäwâÄí¨ÇRíöñ⁄,ëÂêÚäwâÄí¨ÇSíöñ⁄,ëÂêÚäwâÄí¨ÇTíöñ⁄,ëÂêÚäwâÄí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇVíöñ⁄,ëÂêÚäwâÄí¨ÇWíöñ⁄,ëÂêÚäwâÄí¨ÇXíöñ⁄,ä÷í¨ñkÇPíöñ⁄,ä÷í¨ñkÇQíöñ⁄,ä÷í¨ñkÇRíöñ⁄,ä÷í¨ñkÇSíöñ⁄,ä÷í¨ñkÇTíöñ⁄,ä÷í¨ìÏÇPíöñ⁄,ä÷í¨ìÏÇQíöñ⁄,ä÷í¨ìÏÇRíöñ⁄,ä÷í¨ìÏÇSíöñ⁄,è„êŒê_à‰ìÏí¨,óßñÏí¨,è„êŒê_à‰ÇPíöñ⁄,è„êŒê_à‰ÇQíöñ⁄,è„êŒê_à‰ÇRíöñ⁄,è„êŒê_à‰ÇSíöñ⁄,ä÷í¨ìåÇPíöñ⁄,ä÷í¨ìåÇQíöñ⁄,êºëÂêÚí¨
89,,8,12,-,,8,1,15,4,6,6,1,4,3,4,7,3,3,4,4,3,4,3,3,3,2,3,2,1,4,6,1,1,5,2,4,3,0,2,6,3,10,4,7,3,6,8,3,4,4,0,3,7,6,14,3,7,7,6,8,4,1,1,6,7,4,5,2,1,14,5,5,1,6,8,5,10,6,2,2,4,0,9,2,3,6,6,1,0,4,3,2,5,9,8,8,8,2,8,10,13,0,7,1,12,11,9,3,3,2,9,7,5,3,4,13,3,1,3,4,9,2,5,4,0,8,1,1,6,4,2,3,8,3,2,8,7,4,5,2,4,5,2,2,9,13,15,3,7,3,7,1,5,6,4,1,6,4,7,6,6,5,8,13,11,5,9,3,3,8,11,11,6,7,6,3,10,13,10,7,6,5,7,4,2,11,13,27,12,15,0,4,3,5,9,5,3,6,7,6,1,9,10,13,7,3,5,3,0
90,,7,12,-,,7,1,4,4,6,4,6,1,4,1,0,2,3,5,4,2,3,9,10,4,1,0,4,4,2,4,2,6,4,1,0,1,1,0,1,6,9,5,2,3,4,2,3,2,7,1,3,5,5,5,5,6,9,2,1,4,0,1,3,6,7,1,0,2,13,8,8,4,3,9,6,9,9,6,1,0,3,0,1,3,4,5,0,0,3,8,5,5,9,5,9,10,3,2,4,17,0,6,2,8,10,11,1,2,6,7,9,7,8,3,5,2,1,6,3,2,6,0,7,2,3,2,4,1,4,0,6,4,4,2,8,7,0,2,1,5,7,8,0,9,8,13,5,1,1,2,2,2,3,1,3,7,6,4,5,1,9,4,9,7,5,7,4,8,2,9,5,6,7,6,1,5,5,6,7,8,7,1,10,3,10,6,14,11,9,0,0,5,6,3,9,0,8,6,8,3,3,3,3,14,7,8,3,1
91,,6,12,-,,6,1,8,3,3,3,4,2,1,1,1,7,2,1,3,2,0,0,1,2,1,0,3,4,3,2,1,3,6,1,4,1,3,2,3,1,3,5,2,4,3,2,3,0,5,0,2,2,3,7,3,7,2,2,5,4,1,1,4,3,2,1,0,2,9,6,7,3,4,3,8,7,1,4,3,0,1,2,1,3,7,4,3,0,2,4,4,4,6,10,3,12,4,1,6,6,0,4,1,4,6,4,2,3,0,5,2,4,7,3,2,4,1,2,2,5,3,2,3,2,6,2,1,0,2,0,5,5,2,2,1,4,3,4,0,3,5,12,0,6,4,10,3,5,3,3,4,2,5,3,1,5,2,4,7,3,7,4,6,5,2,2,6,8,3,8,3,10,5,4,3,6,5,7,4,2,3,3,7,4,10,9,4,7,6,0,3,8,3,3,3,3,8,9,10,2,3,5,5,6,5,5,2,0
92,,5,12,-,,5,1,2,5,0,9,1,3,1,1,0,3,2,1,3,0,2,1,0,2,0,0,1,2,1,1,0,1,1,2,3,1,0,3,4,1,2,5,3,5,3,2,8,2,8,1,1,2,2,0,3,1,5,3,4,0,0,0,2,4,3,2,0,1,4,2,5,2,2,5,6,4,4,4,3,0,4,1,0,2,5,4,1,0,4,1,1,3,5,8,4,6,1,2,5,8,0,2,0,3,3,8,4,1,4,3,2,3,5,3,3,2,1,4,2,3,2,1,2,3,2,0,3,1,0,2,3,4,1,3,9,7,0,2,0,5,5,4,1,6,5,3,2,2,1,1,0,3,2,0,2,5,2,2,9,3,3,3,7,3,4,4,2,3,0,8,3,3,5,2,1,3,5,4,2,2,0,5,3,0,4,4,15,11,5,0,5,3,3,4,3,3,4,3,7,2,5,5,2,6,9,3,2,0
93,,4,12,-,,4,1,2,3,2,2,0,0,0,0,1,1,4,1,3,1,1,2,2,1,0,1,2,1,0,0,1,4,1,1,0,2,0,1,2,1,4,4,3,1,3,2,2,2,4,0,3,1,1,1,2,0,2,1,1,2,0,3,0,2,2,3,2,1,2,2,1,3,5,2,5,5,1,1,2,0,1,1,0,1,0,2,2,0,2,1,1,2,1,3,2,6,1,0,2,8,0,3,2,2,5,2,2,4,2,1,0,4,2,1,5,0,1,1,3,2,1,0,1,1,0,0,0,1,0,3,0,0,0,3,5,5,0,1,1,1,0,3,2,5,6,4,0,2,2,2,2,1,0,5,2,2,2,3,1,1,1,3,4,2,1,2,4,4,2,2,3,4,4,2,0,2,3,1,3,3,1,4,2,1,5,4,3,2,2,0,1,2,1,1,1,0,2,0,7,0,4,4,1,1,5,1,1,0
94,,3,12,-,,3,1,1,0,2,5,2,3,5,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,3,1,2,0,0,1,0,0,0,1,2,1,0,0,3,4,0,2,0,1,0,0,2,3,2,1,1,6,0,0,1,0,0,3,1,0,3,0,2,5,2,4,2,3,3,2,2,5,0,0,1,0,0,0,1,1,2,0,0,2,1,0,0,2,1,2,2,2,0,2,1,0,0,3,0,0,3,0,0,1,1,3,1,2,2,0,0,0,1,2,2,1,0,2,0,1,0,0,0,1,0,1,2,0,4,0,3,1,0,0,2,3,5,0,2,2,3,1,2,2,3,2,0,2,4,0,3,1,0,2,0,1,10,4,2,0,1,1,2,0,2,4,0,4,1,0,5,5,0,2,2,1,5,2,1,1,3,3,4,2,0,0,4,4,3,2,2,4,1,5,1,3,3,1,0,3,3,0,0
95,,2,12,-,,2,1,0,2,2,2,2,0,3,0,0,1,0,0,1,0,0,1,1,2,1,0,1,1,3,0,1,0,0,0,1,0,1,0,0,2,2,2,1,3,3,2,7,0,2,3,1,0,1,2,1,3,1,1,0,0,0,1,0,0,0,1,2,0,2,3,4,2,0,0,0,0,2,0,0,2,1,1,0,0,2,1,0,0,3,2,1,1,0,2,3,3,1,1,2,2,0,1,0,1,0,1,1,2,0,0,0,1,3,2,3,0,0,2,1,0,0,1,0,1,0,0,0,1,0,2,0,0,2,1,0,0,1,1,0,0,0,3,1,1,1,2,3,3,1,4,0,1,0,1,0,2,1,3,1,0,1,3,3,1,0,0,0,4,0,2,0,4,0,2,0,2,5,4,0,0,0,1,1,3,2,0,4,2,0,0,3,0,2,0,4,1,3,1,2,3,0,1,0,1,3,0,0,0
96,,1,12,-,T,15,1,2,0,0,1,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,1,2,1,1,1,1,2,0,0,1,1,0,2,4,1,0,1,2,0,0,1,1,0,0,0,4,0,0,0,0,1,0,4,1,1,1,0,4,0,0,0,0,1,0,0,1,3,2,0,0,1,0,0,0,0,4,1,2,1,0,0,3,0,0,0,1,1,3,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,1,2,2,0,0,0,1,0,2,0,2,0,4,0,0,3,2,2,0,0,0,0,1,0,1,0,3,0,1,1,1,2,2,2,1,1,0,1,0,1,1,2,0,4,1,0,1,0,0,1,0,1,2,0,1,0,2,0,0,2,0,0,3,0,0,0,0,1,0,1,1,1,2,3,3,3,0,0,0
97,T,14,12,-,,14,1,0,1,1,1,2,0,0,0,0,1,0,1,0,0,1,1,3,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,3,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,1,0,1,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,1,3,1,2,1,2,0,1,1,1,0,1,1,0,0,0,0,1,1,2,2,1,0,2,0,0,1,1,0,1,5,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,2,0,0,1,3,1,2,0,1,1,2,0,1,1,2,1,1,2,0,0
98,,13,12,-,,13,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
99,,12,12,-,,12,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
100,,11,12,-,,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
101,,10,12,-,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,,9,12,-,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,,8,12,-,,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,,7,12,-,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,,6,12,-,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,5,12,-,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,,4,12,-,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,,3,12,-,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,,2,12,-,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,1,12,-,M,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,M,44,12,-,,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
